sw.intercept.QueryHW.data.Triggers.FrameNumber,FrameRate,Mean(HWContext),Mean(GPUBusyTicksDelta),Mean(SliceFreq),Mean(UnsliceFreq),Mean(hw.gpu.eu_count),Mean(hw.gpu.eu_threads),Mean(hw.gpu.info.timestamp_freq),Mean(hw.gpu.symbols.GpuTimestampFrequency),Mean(hw.gpu.symbols.XeCoreTotalCount),Mean(GPUTimeDelta),Mean(GPUTicksDelta),Mean(hw.raw.BMG_AMX_20_WW30.cycle_count),Mean(hw.raw.BMG_AMX_20_WW30.GPU_TIME),Mean(hw.md.BMG_AMX_20_WW30.CLIPPER_PRIMITIVE_OUTPUT),Mean(hw.raw.BMG_AMX_20_WW30.GPU_MEMORY_BYTE_READ),Mean(hw.raw.BMG_AMX_20_WW30.GPU_MEMORY_BYTE_WRITE),Mean(hw.md.BMG_AMX_20_WW30.L3_WRITE),Mean(hw.md.BMG_AMX_20_WW30.RASTERIZER_TRANSACTION_OUTPUT),Mean(hw.md.BMG_AMX_20_WW30.RENDER_CACHE_WRITE),Mean(hw.md.BMG_AMX_20_WW30.RT_INSTANCE_NODE_RAY_COUNT),Mean(hw.md.BMG_AMX_20_WW30.RT_INTERNAL_NODE_RAY_COUNT),Mean(hw.md.BMG_AMX_20_WW30.RT_QUAD_TEST_RAY_COUNT),Mean(hw.md.BMG_AMX_20_WW30.RT_TRAVERSAL_STEP_RAY_COUNT),Mean(hw.raw.BMG_AMX_20_WW30.SAMPLER_ACTIVE_CYCLES),Mean(hw.md.BMG_AMX_20_WW30.std.dispatch.tdg_tdc.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.ds.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.geom.ds.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.std.geom.gs_ms_sol.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.hs_task_te.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.sol_cl.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.te_ted.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.ted_te.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vf.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vf.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vf_vs.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vfg_vf.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vs.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vs.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.std.l3.bank_node.data.evict.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.l3.bank_node.data.rd_return.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.lsc.rd),Mean(hw.md.BMG_AMX_20_WW30.std.lsc.wr),Mean(hw.md.BMG_AMX_20_WW30.std.raster.cl.trivial_accept.primitive),Mean(hw.md.BMG_AMX_20_WW30.std.raster.cl.trivial_reject.primitive),Mean(hw.md.BMG_AMX_20_WW30.std.z.rcz.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.z.rcz.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.URB_READ),Mean(hw.md.BMG_AMX_20_WW30.URB_WRITE),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_ALU2_ALL),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_CONTROL_ALL),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_FP16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_FP32),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_FP64),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_INT16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_INT32),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_INT64),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_MATH),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_SEND_ALL),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_BF16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_FP16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_INT2),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_INT4),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_INT8),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_ALL_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_ASYNC_CS_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_CS_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_PS_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_VS_CYCLES),Mean(ReportReason),Mean(Context),Min(GPUTimestamp),Max(GPUTimestamp)
2852,17.662414735,21908.283922,0,0,2800,160,8,19200000,19200000,20,186.91845494,27246.14064,27246.14064,186.91845494,96.236051502,255556.96534,123390.81677,17831.252228,555.26741499,3181.8649719,1951.365137,23618.236382,7302.9276989,32872.529218,100958.16309,146.38428524,0,0,564.09475074,562.75701552,564.09475074,0,0,832.31198415,55.935292176,570.52129416,3.0194783757,384.08220535,726.12974579,8152.2971278,51938.886761,161407.08155,101253.21657,96.793991416,274.0102344,100.4681413,313.97160779,1954.3826345,2796.523275,0,105954.16606,6204.7391879,1186127.5787,0,40439.23308,597191.65137,35798.228458,261331.79399,253532.59227,0,0,0,0,0,3040999.7471,111568.93496,2118425.2602,542819.21261,35015.794322,23.795642126,789289685.98,42766759695,42767325869
2853,17.5718513,22058.104153,0,0,2800,160,8,19200000,19200000,20,187.57218194,27341.355636,27341.355636,187.57218194,107.82201714,243650.82663,108461.64799,17644.818392,619.63843111,3191.3971655,1966.4347396,24014.289717,7262.3948583,33243.119314,101033.66612,180.62228082,0,0,658.06723797,656.7346737,658.06723797,0,0,1017.6015162,57.0468029,666.60514173,3.2916941332,388.79894529,908.75444957,8100.5454845,51272.913975,162695.91991,104532.47165,108.56657877,324.87112722,101.11107449,313.83289387,2413.117996,3535.1252472,0,106613.52044,6238.2682927,1191016.5415,0,42992.24555,610182.46111,35662.810481,261680.38893,256490.24555,0,0,0,0,0,3024266.0646,112094.00396,2102436.0623,538663.07416,42007.903098,23.924192485,793744323.31,42767325871,42767894963
2854,17.282021858,21894.059419,0,0,2800,160,8,19200000,19200000,20,188.9121776,27536.064969,27536.064969,188.9121776,98.731309174,256462.52171,124547.71923,17615.526934,612.81162259,3163.8681032,1989.9908586,24062.566765,7466.1044727,33518.662096,99913.272609,172.99934705,0,0,633.3150506,631.99804114,633.3150506,0,0,974.36043095,55.350636631,641.42931766,3.1798889977,379.62553053,868.8935684,8270.3068887,50893.843291,161101.24845,104397.3366,99.286973555,317.61540973,101.13157036,310.35716618,2302.5948417,3362.9409076,0,105810.01273,6169.9853085,1180655.1055,0,42795.28077,607864.56089,35277.289912,260004.84231,255489.39177,0,0,0,0,0,3035621.0784,109633.98172,2103033.4212,555418.45707,40163.512243,23.666013712,784807949.41,42767894965,42768473601
2855,17.43849443,21890.895738,0,0,2800,160,8,19200000,19200000,20,188.01508197,27404.612131,27404.612131,188.01508197,107.83836066,247233.46885,109425.22754,17517.808197,623.4052459,3179.3337705,1930.1632787,22461.362295,7036.7006557,31428.22623,100209.62361,177.66819672,0,0,649.19770492,647.87409836,649.19770492,0,0,1001.7311475,57.167868852,657.57672131,3.231147541,386.46098361,893.62131148,8205.2560656,50938.426557,160921.43574,104437.40918,108.56098361,319.03147541,101.97180328,311.22393443,2380.315082,3469.6681967,0,106219.3941,6137.3852459,1184966.1839,0,42864.655082,609266.59639,35364.711475,261125.4623,256248.24557,0,0,0,0,0,3015279.5446,109845.03246,2096051.4875,537522.16098,42871.571148,23.783278689,788863216.44,42768473603,42769047047
2856,17.813087275,21950.599469,0,0,2800,160,8,19200000,19200000,20,186.13627321,27131.882626,27131.882626,186.13627321,95.195954907,257962.18568,124201.59151,17628.490385,561.00530504,3215.7884615,1974.1793767,22774.602454,7088.8232759,31837.605106,100367.15351,138.35908488,0,0,543.46518568,542.12665782,543.46518568,0,0,790.40550398,56.431034483,549.41445623,2.9771220159,385.49270557,683.50497347,8226.0898541,50963.973475,159357.75066,101914.73674,95.499668435,261.31432361,103.83753316,313.93766578,1870.2440318,2645.0490716,0,105331.58389,6068.8073607,1180318.8723,0,39977.330239,592049.41446,35380.691645,260837.43501,252468.46983,0,0,0,0,0,3008908.4907,109288.01094,2106756.1764,534327.73077,33454.313329,24.019230769,797037334.16,42769047049,42769608434
2857,18.367800511,21939.563981,0,0,2800,160,8,19200000,19200000,20,184.30331754,26862.623561,26862.623561,184.30331754,106.00575491,252612.98307,111539.13067,17859.608328,578.49593771,3364.1712932,2024.7782668,23339.465132,7276.5233582,32640.766757,103107.99966,154.85138795,0,0,593.19972918,591.83310765,593.19972918,0,0,884.28842248,60.131008802,600.04299255,3.1611374408,398.68923494,769.070413,8329.5416385,51616.075491,162880.15166,104325.29587,106.63845633,283.42890995,106.6675694,322.31245768,2082.6611374,2980.697698,0,107883.87949,6180.4641165,1214808.2085,0,40527.170955,603589.53893,36309.895396,268182.93297,257976.75118,0,0,0,0,0,3019666.8971,113879.89438,2091598.6963,545326.66757,36562.442451,24.182464455,802673175.94,42769608435,42770152866
2858,17.731062339,21928.830486,0,0,2800,160,8,19200000,19200000,20,185.27726675,27005.680683,27005.680683,185.27726675,97.086399474,259969.0933,125142.03417,17611.368922,573.03646518,3247.9809461,1932.2555848,22400.896518,7116.6350197,31449.787122,100845.57983,141.84099869,0,0,550.55617608,549.23193167,550.55617608,0,0,807.60052562,55.850854139,556.70926413,2.9904730618,381.45072273,701.73653088,8236.9973719,51508.8341,159290.3617,101771.61629,97.481603154,264.15144547,102.3413272,311.71222076,1919.5959264,2709.1399474,0,105746.13206,6039.2637976,1188427.0168,0,40418.868265,593550.17214,36003.879106,261871.96583,253474.71419,0,0,0,0,0,3026206.6567,111861.39849,2105378.5365,547077.00066,34206.737188,23.683311432,785388534.41,42770152868,42770716850
2859,17.679964357,22055.180231,0,0,2800,160,8,19200000,19200000,20,186.36375618,27163.499835,27163.499835,186.36375618,105.45799012,246611.59012,108844.70511,17548.565733,591.25008237,3258.462603,1952.860626,22462.726853,6994.2530478,31409.840527,100828.19934,164.89159802,0,0,615.76144975,614.43327842,615.76144975,0,0,934.12586491,56.93014827,623.33410214,3.1489291598,388.10313015,825.25008237,8191.8388797,51019.721252,160388.40395,103452.86623,106.04118616,299.16902801,101.87907743,312.2892916,2207.8718287,3205.2085667,0,106214.08633,6092.8135091,1188001.145,0,41363.830643,601021.96474,35533.028666,261480.24382,255468.40066,0,0,0,0,0,3006898.0036,111363.51499,2091575.5558,540293.41746,38557.182537,23.833607908,790612057.11,42770716852,42771282464
2860,17.778125439,22066.487725,0,0,2800,160,8,19200000,19200000,20,184.12144026,26837.009165,26837.009165,184.12144026,95.329623568,258451.9856,123813.41538,17377.31162,558.60294599,3226.503437,1977.889689,22769.665139,7151.3099836,31898.864812,99734.359411,132.08903437,0,0,524.84386252,523.52635025,524.84386252,0,0,755.09656301,56.120130933,530.3908347,3.0183306056,383.24582651,648.0589198,8156.9774141,49956.275286,157214.97872,100449.05008,95.733224223,248.61472995,100.81571195,310.00621931,1781.2366612,2488.7312602,0,104351.18625,6221.9541735,1174575.9191,0,39048.57054,582506.48543,35119.33748,259381.0946,249326.76432,0,0,0,0,0,2952756.5463,109204.18101,2050214.3509,537488.39313,32314.367921,24.632733224,818285243.56,42771282466,42771844955
2861,17.800562498,22067.384716,0,0,2800,160,8,19200000,19200000,20,184.25090194,26856.331584,26856.331584,184.25090194,132.80157429,246071.49885,107921.33814,17389.640866,604.62479501,3234.2807478,1912.791079,22304.621187,7010.2712365,31227.683503,100452.42473,182.88717612,0,0,663.75401771,662.43588062,663.75401771,0,0,1026.8412594,56.637586094,672.44375205,3.3896359462,389.91341423,918.35815021,8101.193834,50762.942932,159162.02558,102170.4795,133.61823549,303.46474254,101.87930469,310.88783208,2424.0022958,3570.6169236,0,105401.63332,6062.7714005,1182067.3745,0,40389.679895,593391.38964,35364.308298,260433.75795,252567.36405,0,0,0,0,0,2962925.3559,108302.17383,2059297.7658,527928.29354,42024.293539,24.782551656,823470560.35,42771844956,42772406736
2862,17.830651603,22067.839579,0,0,2800,160,8,19200000,19200000,20,184.36324786,26871.675542,26871.675542,184.36324786,94.262984878,257664.92571,123665.25181,17406.988823,556.88034188,3234.8813281,1975.8261012,22704.998028,6971.8908613,31652.71499,100706.93886,135.0200526,0,0,530.85338593,529.53221565,530.85338593,0,0,769.43523997,54.465483235,536.59697567,2.9881656805,378.1130835,665.36028928,8175.3477975,50335.160421,158083.64103,101052.41913,94.50295858,253.73767258,101.79322814,311.27153189,1820.1351085,2563.3747535,0,105067.77219,5985.8786982,1182261.7965,0,39438.539119,587279.13511,35355.098948,260745.39119,251372.19461,0,0,0,0,0,2972138.0904,109663.7643,2067518.3764,537972.68836,32209.891519,24.713017751,821067721.02,42772406737,42772967569
2863,17.76956429,22049.568212,0,0,2800,160,8,19200000,19200000,20,186.34503311,27161.239073,27161.239073,186.34503311,116.44437086,245754.15099,108695.14172,17561.666887,586.11291391,3246.8357616,1981.7778146,23089.105629,7173.007947,32243.891391,101036.16192,179.08046358,0,0,746.89470199,745.56390728,746.89470199,0,0,1079.0768212,79.589735099,754.20066225,3.5503311258,577.15364238,897.36225166,8162.1513245,51093.329801,160846.87318,103397.60828,116.98278146,375.2384106,103.4115894,312.81953642,2378.4076159,3390.6725166,0,106497.88841,6097.0241722,1190932.3066,0,40868.506291,599125.57583,35612.207947,262540.25695,254910.79106,0,0,0,0,0,2998596.4752,112628.17781,2090936.8139,529091.08212,40572.230795,24.259933775,805381054.86,42772967571,42773530331
2864,18.198627096,21927.870968,0,0,2800,160,8,19200000,19200000,20,184.64180108,26912.709005,26912.709005,184.64180108,99.234879032,258524.04301,122258.83871,17782.079973,563.38642473,3058.6189516,1956.0530914,23219.154234,7332.9781586,32508.185484,98764.516801,148.09005376,0,0,576.91397849,575.56350806,576.91397849,0,0,843.47244624,57.688508065,583.36592742,3.0907258065,401.49025538,733.9422043,8235.0174731,51218.183132,160575.70228,102895.51243,99.581989247,279.42271505,103.96942204,294.16935484,1990.6693548,2832.7200941,0,107171.13878,6129.1922043,1147933.1956,0,39734.311156,594092.04603,35419.026882,258307.05645,251152.15793,0,0,0,0,0,2976341.67,113167.63575,2112148.2067,483587.96909,34395.9375,24.625,818017824.52,42773530333,42774079825
2865,18.012987364,22083.656532,0,0,2800,160,8,19200000,19200000,20,185.48513197,27037.053458,27037.053458,185.48513197,105.2686268,246422.88005,107447.38256,17616.794521,581.61276311,3032.819579,1994.2385566,22925.895423,7141.4463749,32061.580354,98537.443702,160.08887404,0,0,610.80755095,609.46274641,610.80755095,0,0,910.10925493,58.495489475,618.01603742,3.186769128,404.80955563,798.23053792,8108.0377548,51345.612429,161204.7561,103878.97895,105.85432676,295.92449048,104.23989308,292.17039759,2146.3434681,3087.5900434,0,107383.71099,6165.9736051,1143990.5626,0,41066.375877,598761.67558,35222.657534,256626.37354,251902.92215,0,0,0,0,0,2968659.6007,111576.856,2119701.0992,471825.47979,37124.576679,24.490811894,813374462.88,42774079827,42774634982
2866,17.668281548,22070.543536,0,0,2800,160,8,19200000,19200000,20,186.67150396,27209.706135,27209.706135,186.67150396,120.01846966,256956.45383,122496.08443,17548.775726,591.28199208,2984.164248,1959.4614116,22660.122361,7030.6315963,31650.215369,97412.692942,183.68073879,0,0,668.86675462,667.51385224,668.86675462,0,0,1032.2259235,56.544195251,677.56332454,3.3110158311,394.62862797,924.42216359,8259.4864776,50709.123681,159766.62632,103893.80871,120.49241425,319.8469657,101.26846966,287.97394459,2424.4284301,3595.521438,0,106372.83212,6126.8413588,1132686.7114,0,41221.770119,598305.17018,34792.698879,254052.96438,250957.09103,0,0,0,0,0,2991193.1877,110072.00033,2120388.7784,490584.0841,44401.519459,24.043205805,797874905.84,42774634984,42775200970
2867,17.978174496,22062.990604,0,0,2800,160,8,19200000,19200000,20,186.65469799,27207.441275,27207.441275,186.65469799,125.93187919,248240.10738,109669.79866,17714.942617,600.75973154,2968.7151007,1949.4090604,22768.627852,7201.1768456,31919.213758,98554.622483,189.27583893,0,0,690.98187919,689.60536913,690.98187919,0,0,1066.6949664,58.979530201,699.95738255,3.3848993289,409.66208054,953.31208054,8204.9607383,51501.991275,162508.29698,104647.24799,126.54328859,328.57785235,102.16879195,290.09798658,2514.8,3697.5020134,0,107339.2406,6238.8949664,1144795.6973,0,41434.029195,603594.15705,35306.470805,256587.38121,253851.89664,0,0,0,0,0,2992189.1131,114178.9443,2135072.6503,465150.59094,46645.975839,24.191610738,803006213.6,42775200971,42775757201
2868,17.788719817,21933.321797,0,0,2800,160,8,19200000,19200000,20,187.07354409,27268.075541,27268.075541,187.07354409,98.539434276,254405.04759,121307.87887,17635.002995,570.84891847,2951.8878536,1986.8542429,22834.204659,7120.6129784,31941.67188,97546.276539,145.41497504,0,0,568.05124792,566.68618968,568.05124792,0,0,828.30948419,57.240266223,574.34775374,3.0951747088,397.74875208,719.79334443,8185.2129784,50673.287854,159133.22429,102817.97038,98.813643927,274.15806988,100.84792013,288.08252912,1962.736772,2773.1088186,0,105901.56007,6102.8193012,1129156.977,0,40162.140765,591689.98702,34860.984692,254136.05724,249238.50582,0,0,0,0,0,2975256.9318,110905.91814,2129008.9082,473850.69817,34833.549085,24.145424293,801407463.83,42775757203,42776319357
2869,18.364258745,22102.086957,0,0,2800,160,8,19200000,19200000,20,184.96501359,26958.90659,26958.90659,184.96501359,106.47112772,246985.13043,108028.52174,17678.24966,569.05978261,3022.6837636,2002.4018342,23069.208899,7173.9408967,32245.55163,99926.175951,153.84307065,0,0,596.59952446,595.20618207,596.59952446,0,0,879.09137228,61.390285326,603.29347826,3.206861413,411.9140625,762.26664402,8152.3063859,51160.152174,161497.80707,103940.42221,106.9283288,285.10971467,104.88383152,294.9830163,2069.046875,2948.048913,0,107485.5214,6184.0655571,1152798.8016,0,39880.905571,597038.30129,35577.234375,259676.57473,252886.63995,0,0,0,0,0,2950616.9029,114129.87636,2106765.0547,461861.6712,36231.138587,24.881793478,826897069.1,42776319358,42776863894
2870,18.188399075,21939.371812,0,0,2800,160,8,19200000,19200000,20,184.49731544,26892.027181,26892.027181,184.49731544,95.838255034,255145.49262,121446.4,17728.054362,545.87818792,2984.3181208,1950.8439597,22970.838926,7306.4218121,32228.104698,99444.69698,131.63288591,0,0,532.55134228,531.17281879,532.55134228,0,0,754.63187919,57.676174497,537.95704698,2.9795302013,401.62013423,645.24563758,8168.3469799,51300.785906,160369.27987,101832.32886,96.124832215,253.30268456,100.21174497,291.35973154,1782.585906,2475.0328859,0,106573.50839,6110.7637584,1148152.0023,0,39076.892953,589855.9047,35899.487584,258193.74899,250941.82047,0,0,0,0,0,2969099.2027,112867.10403,2121427.7792,471073.32148,30675.29396,24.508724832,813976869.45,42776863895,42777413696
2871,18.09420931,22069.459077,0,0,2800,160,8,19200000,19200000,20,186.14516672,27131.225328,27131.225328,186.14516672,108.75109464,247391.10542,108420.613,17784.382284,594.18120579,3001.8484338,1998.6877737,23226.462108,7240.7935332,32465.943415,99401.345234,162.48299091,0,0,618.58066689,617.19703604,618.58066689,0,0,922.475581,59.242842708,625.89120916,3.2199393735,408.20410913,810.18962614,8163.6470192,51425.696194,162240.48063,104705.46312,109.33075109,297.56652071,102.97339171,292.41832267,2191.7278545,3131.5658471,0,107747.69417,6212.3216571,1150729.8134,0,41119.051196,603044.62176,35471.408892,258597.56416,253662.17514,0,0,0,0,0,2983036.3486,112105.52172,2128360.099,472398.83968,38021.952509,24.341192321,808185650.43,42777413698,42777966361
2872,17.793784275,22065.286379,0,0,2800,160,8,19200000,19200000,20,186.70930233,27215.048505,27215.048505,186.70930233,98.295681063,257455.88306,122137.34485,17610.949169,579.37508306,2936.8292359,1943.123588,22759.126578,7038.3172757,31740.567442,98163.069103,150.20099668,0,0,580.52491694,579.15913621,580.52491694,0,0,853.70598007,56.855813953,587.11528239,3.0993355482,397.42724252,745.27641196,8239.017608,50851.439203,159675.06346,103337.901,98.52923588,282.78870432,99.210299003,287.42425249,2022.9053156,2876.6747508,0,106571.29934,6118.6641196,1136732.9007,0,40940.041528,598306.89535,34896.454485,255845.28372,251518.91262,0,0,0,0,0,2999003.5864,112273.74983,2138058.2904,486978.57741,36298.944518,24.086046512,799350197.5,42777966362,42778528356
2873,17.89203232,21916.012028,0,0,2800,160,8,19200000,19200000,20,186.7390578,27218.388907,27218.388907,186.7390578,112.29301704,249080.9863,109457.23488,17730.166722,600.01002339,2961.1072503,1957.4336786,23126.647845,7194.1724023,32278.253926,98867.34848,178.74006014,0,0,660.66120949,659.28767123,660.66120949,0,0,1008.9021049,58.526561978,668.9716004,3.3043768794,405.22819913,897.33277648,8173.8733712,51608.776813,162321.4554,104498.67858,112.94520548,322.07818243,102.6277982,289.09589041,2393.1820915,3478.277982,0,107664.3722,6234.1075844,1144966.6652,0,41260.726027,604794.46676,35319.069161,257320.60007,254198.68961,0,0,0,0,0,2992751.0023,111478.89242,2134960.302,471239.46074,43337.726027,24.111927832,800245452.03,42778528358,42779087266
2874,18.239122188,22071.753805,0,0,2800,160,8,19200000,19200000,20,185.41528576,27026.323639,27026.323639,185.41528576,108.32160974,260887.11532,123539.52249,17810.549543,558.7108556,3007.3155225,2003.9675347,23474.169428,7276.4078458,32754.544809,99646.984782,150.10415962,0,0,583.71998647,582.32668245,583.71998647,0,0,854.38924586,57.903618532,590.23807913,3.1400067636,404.63679405,744.101116,8260.0659452,51317.049374,161520.84917,103015.90193,108.77612445,274.77747717,105.28779168,293.08082516,2021.9181603,2864.6604667,0,107547.78356,6209.8278661,1149438.3947,0,39275.161312,594690.05174,35502.695976,259328.48157,252019.10788,0,0,0,0,0,2987147.2279,114066.20866,2130146.886,474622.29794,36605.398715,24.563747041,815892823.31,42779087267,42779635539
2875,18.375698506,22090.215553,0,0,2800,160,8,19200000,19200000,20,185.60641201,27053.520805,27053.520805,185.60641201,108.44133697,249167.62892,109162.34652,17830.376194,569.12414734,3036.3550477,2031.478513,23380.944065,7219.4345157,32631.857094,100220.22715,155.65006821,0,0,602.81616644,601.40893588,602.81616644,0,0,887.21828104,59.77319236,609.65825375,3.193042292,413.46964529,773.31957708,8177.3969986,51243.159277,162901.26944,104164.22033,109.00784447,287.34379263,105.48021828,295.94099591,2101.0641201,2984.6606412,0,108393.35334,6269.1742838,1159301.8056,0,39737.893588,600116.8912,35760.979195,261210.58254,254191.97169,0,0,0,0,0,2967041.2626,115061.51603,2118223.5955,463991.38336,36283.264325,24.61425648,817643380.76,42779635540,42780179737
2876,17.761768504,22050.394413,0,0,2800,160,8,19200000,19200000,20,187.23279016,27290.79581,27290.79581,187.23279016,105.43764549,257262.71766,121951.26571,17697.264383,572.8892584,2978.6837379,1970.9747256,21965.756235,7194.7931493,31131.52411,98020.398736,151.15862986,0,0,582.80279348,581.42766877,582.80279348,0,0,858.48686398,57.003658131,589.41137346,3.0937811773,396.43066179,750.82507483,8178.2886598,50985.070835,160695.53575,102354.95743,105.94745594,277.16494845,103.93747922,289.93182574,2049.2527436,2880.9457931,0,106763.68307,6172.1227137,1138672.4516,0,39744.096109,594515.48853,35160.8427,256080.03193,250219.44929,0,0,0,0,0,2983002.0343,113430.6282,2124015.7313,477540.20186,35576.583306,24.255736615,805232518.91,42780179739,42780742746
2877,17.843951079,21912.507005,0,0,2800,160,8,19200000,19200000,20,186.9299533,27245.251835,27245.251835,186.9299533,113.02901935,248323.92795,108759.61041,17744.848566,596.32421614,2995.445964,2009.0243496,22140.161107,7170.9356237,31320.121081,98502.431288,176.46931288,0,0,660.76784523,659.3915944,660.76784523,0,0,1000.9869913,61.212808539,668.89559706,3.2971981321,417.61541027,885.1957972,8149.3812542,51230.011341,162675.1024,104435.36724,113.72948632,321.42595063,103.71280854,290.990994,2375.9396264,3419.8142095,0,107613.02435,6236.1267512,1147220.8783,0,40857.404937,604342.73215,35217.134423,257175.52769,253835.21714,0,0,0,0,0,2996931.7642,111750.23783,2141261.2091,472731.40193,41523.192128,24.136424283,801099425.2,42780742748,42781303162
2878,17.824930661,22057.399199,0,0,2800,160,8,19200000,19200000,20,187.25400534,27293.684246,27293.684246,187.25400534,106.27403204,260986.01869,123844.87049,17833.25968,597.95327103,3003.8621495,2002.0851135,21992.578438,7173.6351802,31168.298732,98180.540387,166.34679573,0,0,625.89619493,624.52202937,625.89619493,0,0,942.44192256,58.538384513,633.44225634,3.2156208278,401.48064085,831.69225634,8272.4946595,51287.851135,162210.07076,104244.29039,106.7253004,304.96829105,104.66622163,291.15687583,2244.4656208,3196.7343124,0,107522.37216,6235.6835781,1146180.9339,0,41199.065421,602843.56609,35224.530708,256848.71028,252764.08778,0,0,0,0,0,3022015.993,112649.23632,2154255.2847,485300.16288,39414.063752,24.151869159,801635713.61,42781303163,42781864175
2879,18.247242842,22078.629969,0,0,2800,160,8,19200000,19200000,20,186.21440707,27141.866123,27141.866123,186.21440707,129.42269793,254468.17533,110584.5192,17876.244648,598.738702,3055.8742779,1954.0778118,23637.828067,7392.159701,32984.065579,99788.279307,183.59327217,0,0,678.19469929,676.80088345,678.19469929,0,0,1038.4896364,60.766904519,686.75773021,3.378185525,414.42201835,922.79068977,8255.1185865,52025.769963,163619.04621,104817.21747,130.40400951,316.50220863,105.83961944,295.6591913,2468.2585797,3559.2127081,0,108706.31193,6363.6880734,1161277.5624,0,40387.588515,605403.71492,35842.426096,261044.04349,255311.15257,0,0,0,0,0,2978715.5909,113619.58953,2115369.6701,468293.56235,43787.479103,24.654434251,819038731.01,42781864176,42782412204
2880,17.794734182,21956.62727,0,0,2800,160,8,19200000,19200000,20,185.52855728,27042.741499,27042.741499,185.52855728,106.09376032,258384.45956,121194.57511,17480.14064,570.34598878,3008.4423902,1932.0957412,21514.166061,7136.7051832,30582.966986,97657.385606,152.55562892,0,0,587.00363156,585.64542753,587.00363156,0,0,867.89204358,57.860019809,593.72994388,3.1455926048,397.20501816,758.16507098,8120.2839221,50608.356223,158298.27765,101395.30043,106.52525586,279.21294156,105.44800264,290.34565863,2074.9270386,2903.0742819,0,105699.72895,6105.2274678,1138833.5844,0,39059.681743,586632.3625,34780.774513,255643.65137,248365.4239,0,0,0,0,0,2945815.7735,110598.14559,2091783.4965,481627.87488,36119.51238,24.710795642,820998341.23,42782412206,42782974170
2881,17.8810268,22095.48762,0,0,2800,160,8,19200000,19200000,20,184.63288214,26909.602179,26909.602179,184.63288214,117.32188841,254246.03235,109843.60779,17611.992407,607.1644107,3097.6503797,1926.8071971,21320.352922,7008.0369759,30255.197095,99031.123143,183.42126114,0,0,673.46913173,672.10795642,673.46913173,0,0,1042.7556949,60.78276659,682.19412347,3.440409376,407.07659293,920.44635193,8173.8689336,51852.863982,161568.14823,103653.89006,118.11125784,325.36909871,107.09409046,293.77748432,2466.2235061,3572.3829647,0,107766.56025,6216.8388907,1163603.6692,0,41147.895345,602894.965,35251.577748,259070.96467,254204.78112,0,0,0,0,0,3014272.1717,110014.55497,2129813.6293,501273.54242,45287.538462,24.128425223,800806258.71,42782974171,42783533423
